[20:12:19] [ServerMain/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[20:12:22] [ServerMain/INFO]: Loaded 7 recipes
[20:12:23] [Server thread/INFO]: Starting minecraft server version 1.20.1
[20:12:23] [Server thread/INFO]: Loading properties
[20:12:23] [Server thread/INFO]: This server is running Paper version git-Paper-196 (MC: 1.20.1) (Implementing API version 1.20.1-R0.1-SNAPSHOT) (Git: 773dd72)
[20:12:24] [Server thread/INFO]: Server Ping Player Sample Count: 12
[20:12:24] [Server thread/INFO]: Using 4 threads for Netty based IO
[20:12:25] [Server thread/WARN]: [!] The timings profiler has been enabled but has been scheduled for removal from Paper in the future.
    We recommend installing the spark profiler as a replacement: https://spark.lucko.me/
    For more information please visit: https://github.com/PaperMC/Paper/issues/8948
[20:12:25] [Server thread/INFO]: [ChunkTaskScheduler] Chunk system is using 1 I/O threads, 1 worker threads, and gen parallelism of 1 threads
[20:12:26] [Server thread/INFO]: Default game type: SURVIVAL
[20:12:26] [Server thread/INFO]: Generating keypair
[20:12:26] [Server thread/INFO]: Starting Minecraft server on *:25565
[20:12:26] [Server thread/INFO]: Using epoll channel type
[20:12:26] [Server thread/INFO]: Paper: Using libdeflate (Linux x86_64) compression from Velocity.
[20:12:26] [Server thread/INFO]: Paper: Using OpenSSL 1.1.x (Linux x86_64) cipher from Velocity.
[20:12:27] [Server thread/INFO]: [floodgate] Loading server plugin floodgate v2.2.4-SNAPSHOT (b116-0e3163c)
[20:12:28] [Server thread/WARN]: [floodgate] en_ is not a supported Floodgate language.
[20:12:28] [Server thread/INFO]: [floodgate] Took 1,237ms to boot Floodgate
[20:12:28] [Server thread/INFO]: [ViaVersion] Loading server plugin ViaVersion v5.3.2
[20:12:28] [Server thread/INFO]: [ViaVersion] ViaVersion 5.3.2 is now loaded. Registering protocol transformers and injecting...
[20:12:30] [Via-Mappingloader-0/INFO]: [ViaVersion] Loading block connection mappings ...
[20:12:30] [Via-Mappingloader-0/INFO]: [ViaVersion] Using FastUtil Long2ObjectOpenHashMap for block connections
[20:12:30] [Server thread/INFO]: [Geyser-Spigot] Loading server plugin Geyser-Spigot v2.7.1-SNAPSHOT
[20:12:31] [Server thread/INFO]: [Geyser-Spigot] Loading extensions...
[20:12:31] [Server thread/INFO]: [Geyser-Spigot] Loaded 0 extension(s)
[20:12:31] [Server thread/INFO]: Server permissions file permissions.yml is empty, ignoring it
[20:12:31] [Server thread/WARN]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[20:12:31] [Server thread/WARN]: The server will make no attempt to authenticate usernames. Beware.
[20:12:31] [Server thread/WARN]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[20:12:31] [Server thread/WARN]: To change this, set "online-mode" to "true" in the server.properties file.
[20:12:31] [Server thread/INFO]: Preparing level "world"
[20:12:32] [Server thread/INFO]: Preparing start region for dimension minecraft:overworld
[20:12:32] [Server thread/INFO]: Time elapsed: 572 ms
[20:12:32] [Server thread/INFO]: Preparing start region for dimension minecraft:the_nether
[20:12:33] [Server thread/INFO]: Time elapsed: 135 ms
[20:12:33] [Server thread/INFO]: Preparing start region for dimension minecraft:the_end
[20:12:33] [Server thread/INFO]: Time elapsed: 155 ms
[20:12:33] [Server thread/INFO]: [floodgate] Enabling floodgate v2.2.4-SNAPSHOT (b116-0e3163c)
[20:12:35] [Server thread/INFO]: [ViaVersion] Enabling ViaVersion v5.3.2
[20:12:35] [Server thread/INFO]: [ViaVersion] ViaVersion detected server version: 1.20-1.20.1 (763)
[20:12:35] [Server thread/WARN]: [ViaVersion] Please update your Java runtime to at least Java 21 (your version is 17.0.15).
[20:12:35] [Server thread/WARN]: [ViaVersion] At some point in the future, ViaVersion will no longer be compatible with this version of Java.
[20:12:35] [Server thread/INFO]: [Geyser-Spigot] Enabling Geyser-Spigot v2.7.1-SNAPSHOT
[20:12:36] [Server thread/INFO]: [Geyser-Spigot] ******************************************
[20:12:36] [Server thread/INFO]: [Geyser-Spigot] 
[20:12:36] [Server thread/INFO]: [Geyser-Spigot] Loading Geyser version 2.7.1-b832 (git-master-f616230)
[20:12:36] [Server thread/INFO]: [Geyser-Spigot] 
[20:12:36] [Server thread/INFO]: [Geyser-Spigot] ******************************************
[20:12:48] [Server thread/INFO]: [Geyser-Spigot] Started Geyser on UDP port 2802
[20:12:48] [Server thread/INFO]: [Geyser-Spigot] Done (12.344s)! Run /geyser help for help!
[20:12:49] [Server thread/INFO]: Running delayed init tasks
[20:12:49] [Craft Scheduler Thread - 2 - ViaVersion/INFO]: [ViaVersion] Finished mapping loading, shutting down loader executor.
[20:12:49] [Server thread/INFO]: Done (25.638s)! For help, type "help"
[20:12:49] [Server thread/INFO]: Timings Reset
[20:23:47] [User Authenticator #0/INFO]: UUID of player Bremur is e783f361-0580-3a56-a1a8-b071db786c2f
[20:23:47] [Server thread/INFO]: Bremur joined the game
[20:23:47] [Server thread/INFO]: Bremur[/127.120.246.127:39197] logged in with entity id 287 at ([world]-189.69999998807907, 58.0, -72.70113172480542)
[20:25:13] [Server thread/INFO]: Bremur has made the advancement [Stone Age]
[20:25:34] [Paper Watchdog Thread/ERROR]: --- DO NOT REPORT THIS TO PAPER - THIS IS NOT A BUG OR A CRASH  - git-Paper-196 (MC: 1.20.1) ---
[20:25:34] [Paper Watchdog Thread/ERROR]: The server has not responded for 10 seconds! Creating thread dump
[20:25:34] [Paper Watchdog Thread/ERROR]: ------------------------------
[20:25:34] [Paper Watchdog Thread/ERROR]: Server thread dump (Look for plugins here before reporting to Paper!):
[20:25:34] [Paper Watchdog Thread/ERROR]: Ticking entity: minecraft:player, entity class: net.minecraft.server.level.EntityPlayer
[20:25:34] [Paper Watchdog Thread/ERROR]: Entity status: removed: false, valid: true, alive: true, is passenger: false
[20:25:34] [Paper Watchdog Thread/ERROR]: Entity UUID: e783f361-0580-3a56-a1a8-b071db786c2f
[20:25:34] [Paper Watchdog Thread/ERROR]: Position: world: 'world' at location (-189.56914855733885, 55.0, -68.30000001192093)
[20:25:34] [Paper Watchdog Thread/ERROR]: Velocity: (0.0, -0.0784000015258789, 0.0) (in blocks per tick)
[20:25:34] [Paper Watchdog Thread/ERROR]: Entity AABB: AABB[-189.86914856925978, 55.0, -68.60000002384186] -> [-189.26914854541792, 56.799999952316284, -68.0]
[20:25:34] [Paper Watchdog Thread/ERROR]: Total packets processed on the main thread for all players: 710
[20:25:34] [Paper Watchdog Thread/ERROR]: ------------------------------
[20:25:34] [Paper Watchdog Thread/ERROR]: Current Thread: Server thread
[20:25:34] [Paper Watchdog Thread/ERROR]: 	PID: 26 | Suspended: false | Native: false | State: RUNNABLE
[20:25:34] [Paper Watchdog Thread/ERROR]: 	Stack:
[20:25:44] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.TickTask.run(TickTask.java:18)
[20:25:44] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.thread.BlockableEventLoop.doRunTask(BlockableEventLoop.java:153)
[20:25:44] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.thread.ReentrantBlockableEventLoop.doRunTask(ReentrantBlockableEventLoop.java:24)
[20:25:44] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.MinecraftServer.doRunTask(MinecraftServer.java:1338)
[20:25:44] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.MinecraftServer.d(MinecraftServer.java:197)
[20:25:44] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.thread.BlockableEventLoop.pollTask(BlockableEventLoop.java:126)
[20:25:44] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.MinecraftServer.pollTaskInternal(MinecraftServer.java:1315)
[20:25:44] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.MinecraftServer.pollTask(MinecraftServer.java:1308)
[20:25:44] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.thread.BlockableEventLoop.managedBlock(BlockableEventLoop.java:136)
[20:25:44] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.MinecraftServer.waitUntilNextTick(MinecraftServer.java:1286)
[20:25:44] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.MinecraftServer.runServer(MinecraftServer.java:1174)
[20:25:44] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.MinecraftServer.lambda$spin$0(MinecraftServer.java:317)
[20:25:44] [Paper Watchdog Thread/ERROR]: 		net.minecraft.server.MinecraftServer$$Lambda$4627/0x00007c9634a2a988.run(Unknown Source)
[20:25:44] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.lang.Thread.run(Thread.java:840)
[20:25:44] [Paper Watchdog Thread/ERROR]: ------------------------------
[20:25:44] [Paper Watchdog Thread/ERROR]: --- DO NOT REPORT THIS TO PAPER - THIS IS NOT A BUG OR A CRASH ---
[20:25:44] [Paper Watchdog Thread/ERROR]: ------------------------------
[20:25:49] [Paper Watchdog Thread/ERROR]: --- DO NOT REPORT THIS TO PAPER - THIS IS NOT A BUG OR A CRASH  - git-Paper-196 (MC: 1.20.1) ---
[20:25:49] [Paper Watchdog Thread/ERROR]: The server has not responded for 25 seconds! Creating thread dump
[20:25:49] [Paper Watchdog Thread/ERROR]: ------------------------------
[20:25:49] [Paper Watchdog Thread/ERROR]: Server thread dump (Look for plugins here before reporting to Paper!):
[20:25:49] [Paper Watchdog Thread/ERROR]: Ticking entity: minecraft:player, entity class: net.minecraft.server.level.EntityPlayer
[20:25:49] [Paper Watchdog Thread/ERROR]: Entity status: removed: false, valid: true, alive: true, is passenger: false
[20:25:49] [Paper Watchdog Thread/ERROR]: Entity UUID: e783f361-0580-3a56-a1a8-b071db786c2f
[20:25:49] [Paper Watchdog Thread/ERROR]: Position: world: 'world' at location (-189.56914855733885, 55.0, -68.30000001192093)
[20:25:49] [Paper Watchdog Thread/ERROR]: Velocity: (0.0, -0.0784000015258789, 0.0) (in blocks per tick)
[20:25:49] [Paper Watchdog Thread/ERROR]: Entity AABB: AABB[-189.86914856925978, 55.0, -68.60000002384186] -> [-189.26914854541792, 56.799999952316284, -68.0]
[20:25:49] [Paper Watchdog Thread/ERROR]: Total packets processed on the main thread for all players: 710
[20:25:49] [Paper Watchdog Thread/ERROR]: ------------------------------
[20:25:49] [Paper Watchdog Thread/ERROR]: Current Thread: Server thread
[20:25:49] [Paper Watchdog Thread/ERROR]: 	PID: 26 | Suspended: false | Native: false | State: RUNNABLE
[20:25:49] [Paper Watchdog Thread/ERROR]: 	Stack:
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.HashMap.computeIfAbsent(HashMap.java:1206)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk.wrap(NoiseChunk.java:335)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk$$Lambda$9751/0x00007c963587c868.apply(Unknown Source)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.mapAll(DensityFunctions.java:1007)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$MarkerOrMarked.mapAll(DensityFunctions.java:736)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Mapped.mapAll(DensityFunctions.java:648)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Mapped.a(DensityFunctions.java:604)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Mapped.mapAll(DensityFunctions.java:648)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Mapped.a(DensityFunctions.java:604)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Spline$Coordinate.mapAll(DensityFunctions.java:1107)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Spline.lambda$mapAll$0(DensityFunctions.java:1054)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$w$$Lambda$6233/0x00007c9634eeed00.visit(Unknown Source)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.CubicSpline$Multipoint.lambda$mapAll$3(CubicSpline.java:287)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.CubicSpline$Multipoint.lambda$mapAll$3(CubicSpline.java:287)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.CubicSpline$e$$Lambda$6234/0x00007c9634eeef28.apply(Unknown Source)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.ReferencePipeline$3$1.accept(ReferencePipeline.java:197)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.AbstractList$RandomAccessSpliterator.forEachRemaining(AbstractList.java:720)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:509)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:499)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:575)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.AbstractPipeline.evaluateToArrayNode(AbstractPipeline.java:260)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.ReferencePipeline.toArray(ReferencePipeline.java:616)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.ReferencePipeline.toArray(ReferencePipeline.java:622)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.ReferencePipeline.toList(ReferencePipeline.java:627)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.CubicSpline$Multipoint.lambda$mapAll$3(CubicSpline.java:287)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.CubicSpline$Multipoint.lambda$mapAll$3(CubicSpline.java:287)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.CubicSpline$e$$Lambda$6234/0x00007c9634eeef28.apply(Unknown Source)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.ReferencePipeline$3$1.accept(ReferencePipeline.java:197)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.AbstractList$RandomAccessSpliterator.forEachRemaining(AbstractList.java:720)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:509)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:499)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:575)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.AbstractPipeline.evaluateToArrayNode(AbstractPipeline.java:260)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.ReferencePipeline.toArray(ReferencePipeline.java:616)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.ReferencePipeline.toArray(ReferencePipeline.java:622)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		java.base@17.0.15/java.util.stream.ReferencePipeline.toList(ReferencePipeline.java:627)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.util.CubicSpline$Multipoint.lambda$mapAll$3(CubicSpline.java:287)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Spline.mapAll(DensityFunctions.java:1053)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$MarkerOrMarked.mapAll(DensityFunctions.java:736)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$MarkerOrMarked.mapAll(DensityFunctions.java:736)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Mapped.mapAll(DensityFunctions.java:648)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Mapped.a(DensityFunctions.java:604)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Clamp.mapAll(DensityFunctions.java:450)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$RangeChoice.mapAll(DensityFunctions.java:887)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$BlendDensity.mapAll(DensityFunctions.java:387)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$MarkerOrMarked.mapAll(DensityFunctions.java:736)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Mapped.mapAll(DensityFunctions.java:648)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Mapped.a(DensityFunctions.java:604)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunctions.java:309)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.DensityFunctions$HolderHolder.mapAll(DensityFunctions.java:585)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseRouter.mapAll(NoiseRouter.java:17)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseChunk.<init>(NoiseChunk.java:122)
[20:25:49] [Paper Watchdog Thread/ERROR]: 		net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.iterateNoiseColumn(NoiseBasedChunkGenerator.java:171)
